title,Location,details,Price,Description
"
5 bedroom house for sale in Malindi Town
,
5 bedrooms villa in Malindi
","
Malindi Town, Malindi
","
5
","
KSh 18,000,000
","
5 bedrooms villa in Malindi
,
5 bedroom house for sale in Malindi Town
"
"
Furnished 4 bedroom townhouse for sale in Watamu
,
For sale 4 bedrooms executive beach villa in Wa ...
","
Watamu, Kilifi North
","
4
","
KSh 28,000,000
","
For sale 4 bedrooms executive beach villa in Wa...
,
Furnished 4 bedroom townhouse for sale in Watamu
"
"
4 bedroom townhouse for sale in Nyali Area
,
For sale 4 bedrooms executive massionates
","
Nyali Area, Nyali
","
4
","
KSh 45,000,000
","
For sale 4 bedrooms executive massionates
,
4 bedroom townhouse for sale in Nyali Area
"
"
6 bedroom townhouse for sale in Malindi Town
,
6 BEDROOM VILLA FOR SALE
","
Malindi Town, Malindi
","
2024 m²
,
6
","
KSh 30,000,000
","
6 BEDROOM VILLA FOR SALE
,
6 bedroom townhouse for sale in Malindi Town
"
"
4 bedroom townhouse for sale in Nyali Area
,
FOR SALE 4 BEDROOM MASSIONATE - NYALI
","
Nyali Area, Nyali
","
4
","
 KSh 33,000,000
","
FOR SALE 4 BEDROOM MASSIONATE - NYALI
,
4 bedroom townhouse for sale in Nyali Area
"
"
6 bedroom villa for sale in Nyali Area
,
FOR SALE 6 BEDROOMS EXECUTIVE VILLA - NYALI
","
Nyali Area, Nyali
","
6
","
KSh 64,000,000
","
FOR SALE 6 BEDROOMS EXECUTIVE VILLA - NYALI
,
6 bedroom villa for sale in Nyali Area
"
"
6 bedroom house for sale in Runda
,
A 6bdrm house for sale in runda.
","
Runda Nairobi, Runda, Westlands
","
6
","
KSh 100,000,000
","
A 6bdrm house for sale in runda.
,
6 bedroom house for sale in Runda
"
"
3 bedroom house for sale in Joska
,
To Sale 3 Bedrooms Bungalows On Kangundo Road ...
","
Joska, Kangundo
","
3
","
KSh 5,800,000
","
To Sale 3 Bedrooms Bungalows On Kangundo Road...
,
3 bedroom house for sale in Joska
"
"
6 bedroom house for sale in Thigiri
,
1 Acre Property in Thigiri Ridge
","
Thigiri, Westlands
","
6
","
KSh 140,000,000
","
 1 Acre Property in Thigiri Ridge
,
6 bedroom house for sale in Thigiri
"
"
 4 bedroom house for sale in Shanzu
,
GORGEOUS 4 BEDROOM HOUSE FOR SALE (in Utange)
","
MOMBASA, utange, Shanzu, Kisauni
","
1250 ft²
,
4
,
3
","
KSh 13,500,000
","
GORGEOUS 4 BEDROOM HOUSE FOR SALE (in Utange)
,
4 bedroom house for sale in Shanzu
"
"
3 bedroom townhouse for sale in Mombasa CBD
,
MAGNIFICENT BLOCKS OF FLAT FOR SALE WITHIN MOMB ...
","
MOMBASA, GANJONI, Mombasa CBD, Mombasa CBD
","
3
,
2
","
KSh 75,000,000
","
MAGNIFICENT BLOCKS OF FLAT FOR SALE WITHIN MOMB...
,
3 bedroom townhouse for sale in Mombasa CBD
 "
"
5 bedroom house for sale in Nyali Area
,
NYALI EXQUISITE 5 BEDROOM MAISONETTE FOR SALE I ...
","
Off Moyne drive, Nyali Area, Nyali
","
5
","
KSh 90,000,000
","
NYALI EXQUISITE 5 BEDROOM MAISONETTE FOR SALE I...
,
5 bedroom house for sale in Nyali Area
"
"
4 bedroom house for sale in Kahawa Sukari
,
4 bedroom House for sale in Mwihoko
","
Mwihoko, Mwihoko, Kahawa Sukari, Roysambu
","
4
","
KSh 15,000,000
","
4 bedroom House for sale in Mwihoko
,
4 bedroom house for sale in Kahawa Sukari
"
"
5 bedroom house for sale in Mkomani
,
Newly build 5 bedroom house with Swimming pool
","
Nyali, Nyali, Mkomani, Nyali
","
2500 m²
,
5
","
KSh 25,000,000
","
Newly build 5 bedroom house with Swimming pool
,
5 bedroom house for sale in Mkomani
"
"
3 bedroom house for sale in Nyali Area
,
Rarity for sale in Links Garden
","
Nyali Area, Nyali
","
620 m²
,
3
,
2
","
KSh 45,000,000
","
Rarity for sale in Links Garden
,
3 bedroom house for sale in Nyali Area
"
"
5 bedroom house for sale in Kileleshwa
,
5 bedroom house for sale in Kileleshwa (Kenya) ...
","
Kileleshwa, Dagoretti North
","
500 m²
,
5
","
KSh 48,000,000
","
5 bedroom house for sale in Kileleshwa (Kenya)...
,
5 bedroom house for sale in Kileleshwa
"
"
5 bedroom house for sale in Thika Road
,
5 bedroom house along Mirema Drive
","
Mirema Drive, Thika Road, Thika Road
","
5
","
KSh 23,500,000
","
5 bedroom house along Mirema Drive
,
5 bedroom house for sale in Thika Road
"
"
5 bedroom house for sale in Lavington
,
5 Bedroom House Gitanga Road, Nairobi for Sale
","
Gitanga Road, Lavington, Nairobi, Lavington, Dagoretti North
","
418 m²
,
5
","
KSh 47,500,000
","
5 Bedroom House Gitanga Road, Nairobi for Sale
,
5 bedroom house for sale in Lavington
"
"
4 bedroom house for sale in Karen
,
Magnificent 4 bedroom home on Miotoni Road, Kar ...
","
Miotoni Road, Karen, Langata
","
2023 m²
,
4
","
KSh 80,000,000
","
Magnificent 4 bedroom home on Miotoni Road, Kar...
 ,
4 bedroom house for sale in Karen
"
"
5 bedroom house for sale in Riverside
,
5 bed Townhouse, Riverside Drive
","
Riverside Drive, Westlands, Nairobi, Riverside, Westlands
","
465 m²
,
5
,
6
","
KSh 60,000,000
","
5 bed Townhouse, Riverside Drive
,
5 bedroom house for sale in Riverside
"
"
4 bedroom house for sale in Kileleshwa
,
4 bed home, Oloitokitok Road, Kileleshwa, Nairo ...
","
Oloitokitok road, Kileleshwa, Nairobi, Kileleshwa, Dagoretti North
","
325 m²
,
4
","
KSh 37,000,000
","
4 bed home, Oloitokitok Road, Kileleshwa, Nairo...
,
4 bedroom house for sale in Kileleshwa
"
"
4 bedroom house for sale in Windsor
,
4 bedroom Kigwa Ridge, Windsor Park for sale
","
Kigwa Ridge, Windsor Park, Nairobi, Windsor, Kiambu Constituency
","
4000 ft²
,
4
","
KSh 70,000,000
","
4 bedroom Kigwa Ridge, Windsor Park for sale
,
4 bedroom house for sale in Windsor
"
"
4 bedroom house for sale in Kasarani Area
,
4 Bedroom House For Sale In Kasarani
","
6, Mirema Drive, Kasarani Area, Kasarani
","
4
","
KSh 15,800,000
","
4 Bedroom House For Sale In Kasarani
,
4 bedroom house for sale in Kasarani Area
"
"
4 bedroom townhouse for sale in Ruiru
,
Incomplete 4 Bedroom Townhouse Ruiru
","
Ruiru, Ruiru
","
4
","
KSh 13,000,000
","
Incomplete 4 Bedroom Townhouse Ruiru
,
4 bedroom townhouse for sale in Ruiru
"
"
5 bedroom house for sale in Karen
,
EXCLUSIVE MAISONETTE IN KAREN
","
Karen, Langata
","
5
","
KSh 90,000,000
","
EXCLUSIVE MAISONETTE IN KAREN
,
5 bedroom house for sale in Karen
"
"
4 bedroom townhouse for sale in Parklands
,
Neat-spacious 4bedroomed detached maisonette,ma ...
","
Parklands, Westlands
","
2800 ft²
,
4
","
KSh 35,000,000
","
Neat-spacious 4bedroomed detached maisonette,ma...
,
4 bedroom townhouse for sale in Parklands
"
"
 5 bedroom house for sale in Karen
,
Luxury Redefined. Houses for Sale Karen
","
Karen, Langata
","
5
","
KSh 120,000,000
","
Luxury Redefined. Houses for Sale Karen
,
5 bedroom house for sale in Karen
"
"
3 bedroom house for sale in Kitengela
,
NEW 3 Bedroom Bungalow FOR SALE
","
Kitengela, Kajiado North
","
3
","
KSh 5,500,000
","
NEW 3 Bedroom Bungalow FOR SALE
,
3 bedroom house for sale in Kitengela
"
"
5 bedroom villa for sale in Garden Estate
,
NEW 5 Bedroom ALL ensuite House + DSQ
","
Garden Estate, Roysambu
","
5
","
KSh 70,000,000
","
NEW 5 Bedroom ALL ensuite House + DSQ
,
5 bedroom villa for sale in Garden Estate
"
"
4 bedroom townhouse for sale in lukenya
,
Modern 4 Bedroom TownHouses + DSQ
","
lukenya, Athi River
","
4
","
KSh 26,000,000
","
Modern 4 Bedroom TownHouses + DSQ
,
4 bedroom townhouse for sale in lukenya
"
"
5 bedroom townhouse for sale in Runda
,
NEW 5 BEDROOM TOWNHOUSE + DSQ FOR SALE IN RUNDA ...
","
Runda, Westlands
","
450 m²
,
5
","
KSh 67,000,000
","
NEW 5 BEDROOM TOWNHOUSE + DSQ FOR SALE IN RUNDA...
,
5 bedroom townhouse for sale in Runda
"
"
4 bedroom townhouse for sale in Kitengela
,
4 bedroom house for sale in Kitengela
","
Off Namanga Road, Kitengela, Kajiado North
","
225 m²
,
4
","
KSh 10,500,000
","
4 bedroom house for sale in Kitengela
,
4 bedroom townhouse for sale in Kitengela
"
"
4 bedroom townhouse for sale in South C
,
Attractive 4br Townhouse in South C for sale
","
Muhoho Road, South C, Langata
","
4
","
KSh 19,000,000
","
Attractive 4br Townhouse in South C for sale
,
4 bedroom townhouse for sale in South C
"
"
5 bedroom house for sale in Nyali Area
,
5 bedroom town house on sale at a prime area of ...
","
 Nyali, Nyali Area, Nyali
","
3856 ft²
,
5
","
KSh 32,000,000
","
5 bedroom town house on sale at a prime area of...
,
5 bedroom house for sale in Nyali Area
"
"
2 bedroom house for sale in Nyali Area
,
2 BEDROOMS HOUSE FOR SALE IN NYALI
","
Nyali Area, Nyali
","
2
","
KSh 4,000,000
","
2 BEDROOMS HOUSE FOR SALE IN NYALI
,
2 bedroom house for sale in Nyali Area
"
"
Furnished 2 bedroom house for sale in Nyali Area
,
2 BEDROOMS MASSIONATE IN NYALI
","
Nyali Area, Nyali
","
2
","
KSh 4,100,000
","
2 BEDROOMS MASSIONATE IN NYALI
,
Furnished 2 bedroom house for sale in Nyali Area
"
"
5 bedroom house for sale in Karen
,
Karen rental
","
Karen, Langata
","
5
","
KSh 85,000,000
","
Karen rental
,
5 bedroom house for sale in Karen
"
"
4 bedroom villa for sale in Nyari
,
4 Bedroom House For Sale On Ibis Close, Nyari
","
Ibis Close, Nyari, Westlands
","
4
","
KSh 96,000,000
","
4 Bedroom House For Sale On Ibis Close, Nyari
,
4 bedroom villa for sale in Nyari
"
"
5 bedroom house for sale in Thika
,
Thika 5 Bedroom Mansion on 1/4 Acre Plot on Qui ...
","
Thika, Thika
","
5
","
KSh 17,500,000
","
Thika 5 Bedroom Mansion on 1/4 Acre Plot on Qui...
,
5 bedroom house for sale in Thika
"
"
5 bedroom villa for sale in Ngong
,
Lovely 4 BR House plus Sqs on Quarter Acre in N ...
","
Ngong, Kajiado North
","
9 m²
,
5
","
KSh 13,500,000
","
Lovely 4 BR House plus Sqs on Quarter Acre in N...
,
5 bedroom villa for sale in Ngong
"
"
4 bedroom villa for sale in vipingo
,
4br Luxurious Top Hill Villa On Sale, Vipingo
","
vipingo, Kilifi North
","
4
","
KSh 97,000,000
","
4br Luxurious Top Hill Villa On Sale, Vipingo
,
4 bedroom villa for sale in vipingo
"
"
5 bedroom house for sale in Bamburi
,
5br Old Mansion On Sale Bamburi
","
Bamburi, Kisauni
","
5
","
KSh 57,000,000
","
5br Old Mansion On Sale Bamburi
,
5 bedroom house for sale in Bamburi
"
"
5 bedroom house for sale in Nyali Area
,
5 Brm Mansion On Sale In A Shared Compound With ...
","
Nyali Area, Nyali
","
5
","
KSh 30,000,000
","
5 Brm Mansion On Sale In A Shared Compound With...
,
5 bedroom house for sale in Nyali Area
"
"
Furnished 7 bedroom villa for sale in Diani
,
7 Br Beach Side Villa On Sale, Galu Kinondo Sou ...
","
Diani, Msambweni
","
7
","
KSh 250,000,000
","
7 Br Beach Side Villa On Sale, Galu Kinondo Sou...
,
Furnished 7 bedroom villa for sale in Diani
"
"
4 bedroom villa for sale in Kadzandani
,
4brm mansionate for sale in Bamburi
","
Bamburi, Kadzandani, Nyali
","
4
","
KSh 13,500,000
","
4brm mansionate for sale in Bamburi
,
4 bedroom villa for sale in Kadzandani
"
"
5 bedroom house for sale in New Kitusuru
,
5 bedrooms 6 bathrooms Home for sale.
","
Kiriwa rd, Kiriwa., New Kitusuru, Westlands
","
4300 ft²
,
5
","
KSh 60,000,000
","
5 bedrooms 6 bathrooms Home for sale.
,
5 bedroom house for sale in New Kitusuru
"
"
4 bedroom house for sale in Ruaka
,
FOUR-BEDROOM FOR SALE WITHIN MUCHATHA HEIGHTS ...
","
Muchatha Heights, Ruaka, Kiambaa
","
130 m²
,
4
","
KSh 13,500,000
","
FOUR-BEDROOM FOR SALE WITHIN MUCHATHA HEIGHTS...
,
4 bedroom house for sale in Ruaka
"
"
4 bedroom townhouse for sale in Lavington
,
4 Bedrooms Modern Town house with a gym and POO ...
","
kabasiran, Lavington, Dagoretti North
","
37 m²
,
4
","
KSh 68,000,000
","
4 Bedrooms Modern Town house with a gym and POO...
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Riverside
,
4 BR Villa for sale
","
Riverside, Westlands
","
4
","
KSh 60,000,000
","
4 BR Villa for sale
,
4 bedroom house for sale in Riverside
"
"
4 bedroom villa for sale in Mtwapa
,
4 Bedroom Creek Side Villa On Sale At A Prime A ...
","
Mtwapa, Kilifi South
","
4
","
KSh 105,000,000
","
4 Bedroom Creek Side Villa On Sale At A Prime A...
,
4 bedroom villa for sale in Mtwapa
"
"
4 bedroom townhouse for sale in Garden Estate
,
4 Bedroom 3 En-suite Standalone House For Sale ...
","
Garden Estate, Garden Estate, Roysambu
","
2024 m²
,
4
","
KSh 85,000,000
","
4 Bedroom 3 En-suite Standalone House For Sale...
,
4 bedroom townhouse for sale in Garden Estate
"
"
5 bedroom house for sale in Karen
,
5 Bedroom Villa in Karen close to KCB Leadershi ...
","
Oloolua Ridge, Oloolua Ridge, Karen, Langata
","
2023 m²
,
5
","
KSh 95,000,000
","
5 Bedroom Villa in Karen close to KCB Leadershi...
,
5 bedroom house for sale in Karen
"
"
6 bedroom townhouse for sale in Lavington
,
6 bedrooms double story sitting on 0.7 acres in ...
","
Lavington, Dagoretti North
","
2833 m²
,
6
","
KSh 130,000,000
","
6 bedrooms double story sitting on 0.7 acres in...
,
6 bedroom townhouse for sale in Lavington
"
"
5 bedroom villa for sale in Mkomani
,
5 Brm Ocean View Villa On Sale,Mkomani
","
Mkomani, Nyali
","
5
","
KSh 95,000,000
","
5 Brm Ocean View Villa On Sale,Mkomani
,
5 bedroom villa for sale in Mkomani
"
"
5 bedroom house for sale in Lower Kabete
,
5 Bedroom Elegant Townhouse For Sale in Lower K ...
","
Lower Kabete, Westlands
","
5900 ft²
,
5
","
KSh 99,000,000
","
5 Bedroom Elegant Townhouse For Sale in Lower K...
,
5 bedroom house for sale in Lower Kabete
"
"
5 bedroom villa for sale in Karen
,
Villa for Sale in Karen
","
32860, Bomas of kenya, Karen, Langata
","
495 m²
,
5
","
KSh 150,000,000
","
Villa for Sale in Karen
,
5 bedroom villa for sale in Karen
"
"
2 bedroom house for sale in Watamu
,
2 bedroom bungalow own compound in Watamu
","
Watamu, Kilifi North
","
2
","
KSh 40,000,000
","
2 bedroom bungalow own compound in Watamu
,
2 bedroom house for sale in Watamu
"
"
4 bedroom townhouse for sale in Limuru Area
,
4 Bedroom Maisonette in Redhill
","
Redhill, Limuru Area, Limuru
","
4
","
KSh 34,000,000
","
4 Bedroom Maisonette in Redhill
,
4 bedroom townhouse for sale in Limuru Area
"
"
3 bedroom house for sale in Narok
,
3 Bedrooms house for sale in Narok near Fr Ntai ...
","
Narok, Narok
","
3
","
KSh 5,250,000
","
3 Bedrooms house for sale in Narok near Fr Ntai...
,
3 bedroom house for sale in Narok
"
"
Furnished 4 bedroom house for sale in Kikambala
,
4 Bedroom House For Sale In Kikambala
","
1, Vipingo, Kikambala, Kilifi South
","
4
","
KSh 60,000,000
","
4 Bedroom House For Sale In Kikambala
,
Furnished 4 bedroom house for sale in Kikambala
"
"
3 bedroom house for sale in Kilifi
,
3 bedrooms makuti villa for sale
","
Kilifi, Kilifi North
","
3
 ","
KSh 85,000,000
","
3 bedrooms makuti villa for sale
,
3 bedroom house for sale in Kilifi
"
"
3 bedroom townhouse for sale in Ukunda
,
3 bedrooms villa for sale
","
Ukunda, Ukunda
","
3
","
KSh 42,000,000
","
3 bedrooms villa for sale
,
3 bedroom townhouse for sale in Ukunda
"
"
4 bedroom townhouse for sale in Nyali Area
,
For sale two massionates sitting on one acre
","
Nyali Area, Nyali
","
4047 m²
,
4
","
KSh 150,000,000
","
For sale two massionates sitting on one acre
,
4 bedroom townhouse for sale in Nyali Area
"
"
3 bedroom townhouse for sale in Mombasa CBD
,
FOR SALE 3 BEDROOMS TOWNHOUSE - BOMBOLULU ESTAT ...
","
Bombolulu Estate, Mombasa CBD, Mombasa CBD
","
3
","
KSh 27,000,000
","
FOR SALE 3 BEDROOMS TOWNHOUSE - BOMBOLULU ESTAT...
,
3 bedroom townhouse for sale in Mombasa CBD
"
"
5 bedroom townhouse for sale in the rest of Kisauni
,
For sale 5 bedrooms executive massionate
","
the rest of Kisauni, the rest of Kisauni
","
5
","
KSh 35,000,000
","
For sale 5 bedrooms executive massionate
,
5 bedroom townhouse for sale in the rest of Kisauni
"
"
4 bedroom house for sale in Mtwapa
,
4 BEDROOM MAISONETTE FOR SALE - MTWAPA
","
Mtwapa, Kilifi South
","
4
","
KSh 18,000,000
","
4 BEDROOM MAISONETTE FOR SALE - MTWAPA
,
4 bedroom house for sale in Mtwapa
"
"
3 bedroom townhouse for sale in Ukunda
,
3 bedrooms villa for sale at diani,ukunda
","
Ukunda, Ukunda
","
3
","
KSh 35,000,000
","
3 bedrooms villa for sale at diani,ukunda
,
3 bedroom townhouse for sale in Ukunda
"
"
5 bedroom townhouse for sale in Bofa
,
For sale 5 bedrooms beach villa - Kilifi,Bofa
","
Bofa, Bofa
","
5
","
KSh 85,000,000
","
For sale 5 bedrooms beach villa - Kilifi,Bofa
,
5 bedroom townhouse for sale in Bofa
"
"
4 bedroom house for sale in Watamu
,
For sale two excutive villas,Watamu
","
Watamu, Kilifi North
","
4
","
KSh 60,000,000
","
For sale two excutive villas,Watamu
,
4 bedroom house for sale in Watamu
"
"
4 bedroom townhouse for sale in Nyali Area
,
FOR SALE 4 BEDROOMS MASSIONATE NYALI
","
Nyali Area, Nyali
","
4
","
KSh 36,000,000
","
FOR SALE 4 BEDROOMS MASSIONATE NYALI
,
4 bedroom townhouse for sale in Nyali Area
"
"
5 bedroom townhouse for sale in kizingo
,
2 units of 5 Bedroom Massionates For Sale
","
kizingo, Mvita
","
5
","
KSh 100,000,000
","
2 units of 5 Bedroom Massionates For Sale
,
5 bedroom townhouse for sale in kizingo
"
"
5 bedroom villa for sale in Karen
,
Exclusive Five Bedroom Villas For Sale in Karen ...
","
3, Miotoni Road, Karen, Langata
","
600 m²
,
5
","
KSh 180,000,000
","
Exclusive Five Bedroom Villas For Sale in Karen...
,
5 bedroom villa for sale in Karen
"
"
5 bedroom townhouse for sale in Karen
,
Exclusive Five Bedroom House For Sale in Karen
","
6, Dagorreti Road, Karen, Langata
","
2024 m²
,
5
","
KSh 98,000,000
","
Exclusive Five Bedroom House For Sale in Karen
,
5 bedroom townhouse for sale in Karen
"
"
5 bedroom house for sale in Runda
,
Five Bedroom Family Home For Sale in Runda
","
3, Whispers, Runda, Westlands
","
800 m²
,
5
","
KSh 150,000,000
","
Five Bedroom Family Home For Sale in Runda
,
5 bedroom house for sale in Runda
"
"
4 bedroom townhouse for sale in Kileleshwa
,
4 bedroom house for sale in Kileleshwa - 3KE154 ...
","
Kileleshwa, Dagoretti North
","
4
","
KSh 34,000,000
","
4 bedroom house for sale in Kileleshwa - 3KE154...
,
4 bedroom townhouse for sale in Kileleshwa
"
"
6 bedroom house for sale in Nyali Area
,
6 Bedroom Beach Maisonette +SQ in Nyali
","
Nyali Area, Nyali
","
2 ac
,
6
","
KSh 400,000,000
","
6 Bedroom Beach Maisonette +SQ in Nyali
,
6 bedroom house for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Parklands
,
4 bedroom townhouse for sale in Parklands (Keny ...
","
Ngao Road, Parklands, Westlands
","
162 m²
,
4
","
KSh 23,500,000
","
4 bedroom townhouse for sale in Parklands (Keny...
,
4 bedroom townhouse for sale in Parklands
"
"
4 bedroom townhouse for sale in Shanzu
,
4 Bedroom Executive Massionate
","
Shanzu, Kisauni
","
4
","
KSh 45,000,000
","
4 Bedroom Executive Massionate
,
4 bedroom townhouse for sale in Shanzu
"
"
3 bedroom townhouse for sale in Shanzu
,
3 BEDROOMS EXECUTIVE TOWNHOUSE - SHANZU
","
Shanzu, Kisauni
","
3
","
KSh 35,000,000
","
3 BEDROOMS EXECUTIVE TOWNHOUSE - SHANZU
,
3 bedroom townhouse for sale in Shanzu
"
"
5 bedroom house for sale in Thika Road
,
5 bedroom house for sale in Thika Road (Kenya) ...
","
Thika Road, Thika Road
","
5
","
KSh 23,000,000
","
5 bedroom house for sale in Thika Road (Kenya)...
,
5 bedroom house for sale in Thika Road
"
"
4 bedroom townhouse for sale in Lavington
 ,
4 bedroom townhouse for sale in Lavington (Keny ...
","
Lavington, Dagoretti North
","
4
","
KSh 75,000,000
","
4 bedroom townhouse for sale in Lavington (Keny...
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in Loresho
,
 Spectacular 4 Bedroom Townhouse for sale in Lor ...
","
Loresho, Westlands
","
230 m²
,
4
","
KSh 40,000,000
","
Spectacular 4 Bedroom Townhouse for sale in Lor...
,
4 bedroom townhouse for sale in Loresho
"
"
5 bedroom house for sale in Karen
,
5 bedroom 3 ensuite house for sale
","
Karen, Langata
","
5
","
KSh 90,000,000
","
5 bedroom 3 ensuite house for sale
 ,
5 bedroom house for sale in Karen
"
"
4 bedroom house for sale in Runda
,
4 bed home for sale in Runda Estate, Nairobi
","
Pan African Insurance Lane, Runda, Nairobi, Runda, Westlands
","
4000 ft²
,
4
","
KSh 80,000,000
","
4 bed home for sale in Runda Estate, Nairobi
,
4 bedroom house for sale in Runda
"
"
4 bedroom house for sale in Shanzu
,
4 bedroom all ensuite house for sale
","
Shanzu, Kisauni
","
4
","
KSh 90,000,000
","
4 bedroom all ensuite house for sale
,
4 bedroom house for sale in Shanzu
"
"
5 bedroom house for sale in Karen
,
5 bedroom house for sale in Kenya - 3KE1426612
","
Karen, Langata
","
5
","
KSh 97,500,000
","
5 bedroom house for sale in Kenya - 3KE1426612
,
5 bedroom house for sale in Karen
"
"
Furnished 4 bedroom villa for sale in Kitengela
,
Pinebrook Premier Villas in Kitengelas for sale
","
Kitengela, Kajiado North
","
4
","
KSh 11,000,000
","
Pinebrook Premier Villas in Kitengelas for sale
,
Furnished 4 bedroom villa for sale in Kitengela
"
"
4 bedroom house for sale in Loresho
,
4 Bedroom Townhouse In Loresho For Sale.
","
Nairobi, Loresho, Westlands
","
4
","
KSh 35,000,000
","
4 Bedroom Townhouse In Loresho For Sale.
,
4 bedroom house for sale in Loresho
"
"
4 bedroom house for sale in Nyali Area
,
4 Bedroom Maisonette + SQ on 0.5 acres in Nyali
","
Nyali Area, Nyali
","
4
","
KSh 63,000,000
","
4 Bedroom Maisonette + SQ on 0.5 acres in Nyali
,
4 bedroom house for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Spring Valley
,
Five (5) bedroom house for sale within a gated ...
","
48, Lower Kabete Road, Spring Valley, Westlands
","
2000 m²
,
5
","
KSh 86,500,000
","
Five (5) bedroom house for sale within a gated...
,
5 bedroom townhouse for sale in Spring Valley
"
"
5 bedroom house for sale in Rosslyn
,
5 Bedroom house to let in Rosslyn Estate
","
westlands, Lone Treee, Rosslyn, Westlands
","
5
","
KSh 85,000,000
","
5 Bedroom house to let in Rosslyn Estate
,
5 bedroom house for sale in Rosslyn
"
"
5 bedroom townhouse for sale in Lavington
,
Stunning 5 bedroom Townhouse for sale in Laving ...
","
Lavington, Lavington, Dagoretti North
","
5
","
KSh 85,000,000
","
Stunning 5 bedroom Townhouse for sale in Laving...
,
5 bedroom townhouse for sale in Lavington
"
"
Furnished 4 bedroom house for sale in Lavington
,
4 Bedroom House For Sale In Lavington
","
CPI/HS/051, Crystal Villas, Gitanga , Lavington, Dagoretti North
","
4
","
KSh 55,000,000
","
4 Bedroom House For Sale In Lavington
,
Furnished 4 bedroom house for sale in Lavington
"
"
7 bedroom house for sale in Brookside
,
0.125 Acre Plot For sale with an existing house ...
","
Nairobi, Brookside, Westlands
","
7
","
KSh 75,000,000
","
0.125 Acre Plot For sale with an existing house...
,
7 bedroom house for sale in Brookside
"
"
4 bedroom townhouse for sale in Kiambu Road
,
Serene 4 bedroom townhouse for sale in Kiambu R ...
","
Kiambu Road, Kiambu Road
","
4
","
KSh 33,000,000
","
Serene 4 bedroom townhouse for sale in Kiambu R...
,
4 bedroom townhouse for sale in Kiambu Road
"
"
5 bedroom townhouse for sale in Karen
,
5 Bedrooms Townhouses For Sale in Karen
","
Karen, Karen, Langata
","
5
","
KSh 100,000,000
","
5 Bedrooms Townhouses For Sale in Karen
,
5 bedroom townhouse for sale in Karen
"
"
4 bedroom villa for sale in vipingo
,
4br Executive Villa On Sale Vipingo
","
vipingo, Kilifi North
","
4
","
KSh 68,000,000
","
4br Executive Villa On Sale Vipingo
,
4 bedroom villa for sale in vipingo
"
"
4 bedroom townhouse for sale in Kiambu Road
,
4 Bedroom townhouse Kiambu Road
","
Kiambu Road, Kiambu Road
","
4
","
KSh 30,000,000
","
4 Bedroom townhouse Kiambu Road
,
4 bedroom townhouse for sale in Kiambu Road
"
"
4 bedroom villa for sale in Kiambaa Area
,
4 Bedroom Villas For Sale
","
Kiambaa Area, Kiambaa
","
4
","
KSh 17,000,000
","
4 Bedroom Villas For Sale
,
4 bedroom villa for sale in Kiambaa Area
"
"
4 bedroom house for sale in Kilimani
,
Menelik Maisonettes- Kilimani
","
Kilimani, Dagoretti North
","
161 m²
,
4
","
KSh 27,000,000
","
Menelik Maisonettes- Kilimani
,
4 bedroom house for sale in Kilimani
"
"
5 bedroom house for sale in Runda
,
5 bedroom, Standalone House in Runda For Sale
 ","
Runda, Westlands
","
5
","
KSh 100,000,000
","
5 bedroom, Standalone House in Runda For Sale
,
5 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Kyuna
,
5 Bedroom Villa For Sale in Kyuna Crescent
","
Kyuna, Westlands
","
5
","
KSh 90,000,000
","
5 Bedroom Villa For Sale in Kyuna Crescent
,
5 bedroom townhouse for sale in Kyuna
"
"
4 bedroom townhouse for sale in Brookside
,
4 Bedroom House For Sale
","
Brookside, Westlands
","
4
","
KSh 65,000,000
","
4 Bedroom House For Sale
,
4 bedroom townhouse for sale in Brookside
"
"
4 bedroom townhouse for sale in Ngong Road
,
Beautiful four bedroom mansion for sale in Kera ...
","
Kerarapon, Kerarapon, Ngong Road, Ngong Road
","
4
","
KSh 30,000,000
","
Beautiful four bedroom mansion for sale in Kera...
,
4 bedroom townhouse for sale in Ngong Road
"
"
5 bedroom house for sale in Runda
,
Stunning House for Sale
","
Runda, Westlands
","
5
","
KSh 80,000,000
","
Stunning House for Sale
,
5 bedroom house for sale in Runda
"
"
5 bedroom house for sale in Kikambala
,
5 Bedroom Maisonette in Kikambala
","
Kikambala, Kilifi South
","
5
","
KSh 45,000,000
","
5 Bedroom Maisonette in Kikambala
,
5 bedroom house for sale in Kikambala
"
"
10 bedroom house for sale in Watamu
,
10 Bedroom Maisonette in Watamu
","
Watamu, Kilifi North
","
10
","
KSh 60,000,000
","
10 Bedroom Maisonette in Watamu
,
10 bedroom house for sale in Watamu
"
"
4 bedroom townhouse for sale in Limuru Area
,
4 Bedroom En-Suite Villas for Sale in RedHill, ...
","
Limuru Area, Limuru
","
4
","
KSh 20,000,000
","
4 Bedroom En-Suite Villas for Sale in RedHill,...
,
4 bedroom townhouse for sale in Limuru Area
"
